-5.000000000000000000e+00 6.000000000000000000e+01
-4.900000000000000355e+00 5.753000000000001535e+01
-4.800000000000000711e+00 5.512000000000001876e+01
-4.700000000000001066e+00 5.277000000000001734e+01
-4.600000000000001421e+00 5.048000000000003240e+01
-4.500000000000001776e+00 4.825000000000004263e+01
-4.400000000000002132e+00 4.608000000000004093e+01
-4.300000000000002487e+00 4.397000000000004860e+01
-4.200000000000002842e+00 4.192000000000005855e+01
-4.100000000000003197e+00 3.993000000000006366e+01
-4.000000000000003553e+00 3.800000000000007105e+01
-3.900000000000003464e+00 3.613000000000006651e+01
-3.800000000000003375e+00 3.432000000000005002e+01
-3.700000000000003286e+00 3.257000000000005002e+01
-3.600000000000003197e+00 3.088000000000005230e+01
-3.500000000000003109e+00 2.925000000000004974e+01
-3.400000000000003020e+00 2.768000000000004945e+01
-3.300000000000002931e+00 2.617000000000004434e+01
-3.200000000000002842e+00 2.472000000000004150e+01
-3.100000000000002753e+00 2.333000000000003737e+01
-3.000000000000002665e+00 2.200000000000003197e+01
-2.900000000000002576e+00 2.073000000000003240e+01
-2.800000000000002487e+00 1.952000000000003155e+01
-2.700000000000002398e+00 1.837000000000002586e+01
-2.600000000000002309e+00 1.728000000000002601e+01
-2.500000000000002220e+00 1.625000000000002487e+01
-2.400000000000002132e+00 1.528000000000001890e+01
-2.300000000000002043e+00 1.437000000000001698e+01
-2.200000000000001954e+00 1.352000000000001556e+01
-2.100000000000001865e+00 1.273000000000001641e+01
-2.000000000000001776e+00 1.200000000000001243e+01
-1.900000000000001688e+00 1.133000000000000895e+01
-1.800000000000001599e+00 1.072000000000000952e+01
-1.700000000000001510e+00 1.017000000000000881e+01
-1.600000000000001421e+00 9.680000000000006821e+00
-1.500000000000001332e+00 9.250000000000003553e+00
-1.400000000000001243e+00 8.880000000000004334e+00
-1.300000000000001155e+00 8.570000000000003837e+00
-1.200000000000001066e+00 8.320000000000002061e+00
-1.100000000000000977e+00 8.130000000000000782e+00
-1.000000000000000888e+00 8.000000000000000000e+00
-9.000000000000009104e-01 7.930000000000000604e+00
-8.000000000000009326e-01 7.919999999999999929e+00
-7.000000000000009548e-01 7.969999999999998863e+00
-6.000000000000009770e-01 8.079999999999998295e+00
-5.000000000000009992e-01 8.249999999999998224e+00
-4.000000000000010214e-01 8.479999999999996874e+00
-3.000000000000010436e-01 8.769999999999996021e+00
-2.000000000000010381e-01 9.119999999999995666e+00
-1.000000000000010325e-01 9.529999999999995808e+00
-1.026956297778269800e-15 9.999999999999994671e+00
9.999999999999897859e-02 1.052999999999999403e+01
1.999999999999989841e-01 1.111999999999999389e+01
2.999999999999989897e-01 1.176999999999999247e+01
3.999999999999990230e-01 1.247999999999999332e+01
4.999999999999990008e-01 1.324999999999999289e+01
5.999999999999989786e-01 1.407999999999999119e+01
6.999999999999989564e-01 1.496999999999998998e+01
7.999999999999989342e-01 1.591999999999998927e+01
8.999999999999989120e-01 1.692999999999998906e+01
9.999999999999988898e-01 1.799999999999998579e+01
1.099999999999998979e+00 1.912999999999998835e+01
1.199999999999999067e+00 2.031999999999998963e+01
1.299999999999999156e+00 2.156999999999998963e+01
1.399999999999999245e+00 2.287999999999998835e+01
1.499999999999999334e+00 2.424999999999999289e+01
1.599999999999999423e+00 2.567999999999999261e+01
1.699999999999999512e+00 2.716999999999999460e+01
1.799999999999999600e+00 2.871999999999999176e+01
1.899999999999999689e+00 3.032999999999999474e+01
1.999999999999999778e+00 3.199999999999999289e+01
2.099999999999999645e+00 3.372999999999998977e+01
2.199999999999999734e+00 3.551999999999999602e+01
2.299999999999999822e+00 3.736999999999999744e+01
2.399999999999999911e+00 3.928000000000000114e+01
2.500000000000000000e+00 4.125000000000000000e+01
2.600000000000000089e+00 4.328000000000000114e+01
2.700000000000000178e+00 4.537000000000000455e+01
2.800000000000000266e+00 4.752000000000000313e+01
2.900000000000000355e+00 4.973000000000001108e+01
3.000000000000000444e+00 5.200000000000001421e+01
3.100000000000000533e+00 5.433000000000001251e+01
3.200000000000000622e+00 5.672000000000001307e+01
3.300000000000000711e+00 5.917000000000001592e+01
3.400000000000000799e+00 6.168000000000002103e+01
3.500000000000000888e+00 6.425000000000002842e+01
3.600000000000000977e+00 6.688000000000002387e+01
3.700000000000001066e+00 6.957000000000002160e+01
3.800000000000001155e+00 7.232000000000003581e+01
3.900000000000001243e+00 7.513000000000002387e+01
4.000000000000000888e+00 7.800000000000002842e+01
4.100000000000000533e+00 8.093000000000000682e+01
4.200000000000000178e+00 8.392000000000001592e+01
4.299999999999999822e+00 8.696999999999999886e+01
4.399999999999999467e+00 9.007999999999998408e+01
4.499999999999999112e+00 9.324999999999997158e+01
4.599999999999998757e+00 9.647999999999996135e+01
4.699999999999998401e+00 9.976999999999995339e+01
4.799999999999998046e+00 1.031199999999999335e+02
4.899999999999997691e+00 1.065299999999999159e+02
4.999999999999997335e+00 1.099999999999999147e+02
