3.331788259847108247e-01 2.302530560567230267e-01
1.074841673938352837e+00 9.995364779541324185e-02
-5.174448258530270905e-01 3.224525021815058401e-01
9.476036952586084361e-01 -1.552334477559081105e-01
-4.123673163307854939e-01 2.842811085775825419e-01
1.046215583568586904e+00 -1.237101948992356398e-01
-6.561040611216979457e-01 3.138646750705760824e-01
7.112031204420374841e-01 -1.968312183365093782e-01
9.503495172640288868e-02 2.133609361326112286e-01
1.200716637263115727e+00 2.851048551792086452e-02
-9.898981346827014915e-01 3.602149911789346848e-01
-1.164265268867398229e-02 -2.969694404048104364e-01
7.028407876889087857e-01 -3.492795806602194686e-03
3.049279622185657734e-01 2.108522363066726302e-01
1.080678749306798858e+00 9.147838866556973203e-02
-5.435347942190600357e-01 3.242036247920396241e-01
9.106015232545814353e-01 -1.630604382657180051e-01
-3.239336260807076373e-01 2.731804569763744417e-01
1.126274265228260463e+00 -9.718008782421229397e-02
-8.730712965458534702e-01 3.378822795684781055e-01
2.707273951753174646e-01 -2.619213889637560522e-01
6.354679595384664648e-01 8.121821855259524214e-02
5.158708799126203726e-01 1.906403878615399450e-01
8.180685172229902324e-01 1.547612639737861173e-01
2.178307255537955955e-01 2.454205551668970642e-01
1.178990240173486859e+00 6.534921766613867311e-02
-8.806759633279318544e-01 3.536970720520460354e-01
2.678708587150329112e-01 -2.642027889983795674e-01
6.353404952733996414e-01 8.036125761450986504e-02
5.152406947065616416e-01 1.906021485820198758e-01
8.189399857076394840e-01 1.545722084119684758e-01
2.156444281448083033e-01 2.456819957122918230e-01
1.180578468566429784e+00 6.469332844344248545e-02
-8.865784001762767597e-01 3.541735405699289463e-01
2.537437770471522858e-01 -2.659735200528829946e-01
6.438862138009000535e-01 7.612313311414568850e-02
4.956978942621440010e-01 1.931658641402700105e-01
8.491629008139769397e-01 1.487093682786432003e-01
1.392006833123119180e-01 2.547488702441930708e-01
1.227621307915732762e+00 4.176020499369357403e-02
-1.068115500914534444e+00 3.682863923747198287e-01
-2.289326202367497620e-01 -3.204346502743602998e-01
6.061911472737901985e-01 -6.867978607102492861e-02
4.168654240826154544e-01 1.818573441821370595e-01
9.385698496683266834e-01 1.250596272247846419e-01
-1.082190805642108677e-01 2.815709549004979939e-01
1.265175037743069719e+00 -3.246572416926325755e-02
-1.273400750748711951e+00 3.795525113229208936e-01
-8.906167494874156487e-01 -3.820202252246135965e-01
-4.924976974791556716e-01 -2.671850248462246946e-01
3.932394003225973544e-01 -1.477493092437466848e-01
6.357585744037468345e-01 1.179718200967792008e-01
5.521072691977408908e-01 1.907275723211240559e-01
7.639761609397426323e-01 1.656321807593222617e-01
3.485087764814038813e-01 2.291928482819227675e-01
1.059151134083531565e+00 1.045526329444211588e-01
-4.659689418181821585e-01 3.177453402250594583e-01
1.013767463590240503e+00 -1.397906825454546531e-01
-5.786049408733200394e-01 3.041302390770721509e-01
8.354330904328467478e-01 -1.735814822619960174e-01
-1.507093102882437752e-01 2.506299271298539910e-01
1.218831312439272452e+00 -4.521279308647312839e-02
-1.124982468541888103e+00 3.656493937317817355e-01
-4.061703826054585686e-01 -3.374947405625663976e-01
4.315411278492231051e-01 -1.218511147816375706e-01
6.174300421828310403e-01 1.294623383547669204e-01
